DELITO,CLASIFICACION DEL DELITO,COLONIA DEL HECHO,FECHA DE REGISTRO DEL DELITO,FECHA DEL HECHO DEL DELITO,HORA DEL HECHO DEL DELITO,MUNICIPIO
LESIONES INTENCIONALES,LESIONES DOLOSAS,MARRON,04/07/19,13/06/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,COLINAS DEL ALAMAR,02/07/19,18/06/19,0:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,ZONA CENTRO,05/07/19,04/07/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,PRESA RODRIGUEZ,06/07/19,06/07/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,VILLAS DE BAJA CALIFORNIA,07/07/19,07/07/19,0:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EL FLORIDO,27/07/19,27/07/19,0:00,TIJUANA
ROBO CALIFICADO A LUGAR CERRADO,OTROS ROBOS SIN VIOLENCIA,URIAS,09/07/19,07/07/19,0:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,RIO TIJUANA TERCERA ETAPA,10/07/19,04/07/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ORIZABA,11/07/19,10/07/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LOS DELFINES,11/07/19,10/07/19,0:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,ISMAEL LLAMAS AMAYA,17/07/19,17/07/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,LAS HUERTAS CUARTA SECCION,28/05/19,21/05/19,0:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),CIUDAD JARDIN,16/07/19,10/07/19,0:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,INFONAVIT LOMAS DEL PORVENIR,06/07/19,06/07/19,0:00,TIJUANA
ROBO SIMPLE,ROBO SIMPLE (EN VIA PUBLICA),ZONA RIO,17/07/19,17/07/19,0:00,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,ZONA CENTRO,18/07/19,11/07/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,JARDIN DORADO,19/07/19,18/07/19,0:00,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,PEDREGAL DE SANTA JULIA,19/07/19,19/07/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,EL MIRADOR,20/07/19,13/07/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,TECNOLOGICO,06/07/19,06/07/19,0:00,TIJUANA
ROBO CALIFICADO DE DEPENDIENTE,OTROS ROBOS SIN VIOLENCIA,PARQUE INDUSTRIAL VALLE DEL SUR,15/07/19,12/05/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LOS ALAMOS,22/07/19,21/07/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,ALTIPLANO,23/07/19,22/07/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,GUERRERO,23/07/19,23/07/19,0:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,PUERTO PLATA,21/07/19,21/07/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,LA MESA,24/07/19,21/07/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,FRACC NATURA,25/07/19,17/07/19,0:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,MARIANO MATAMOROS NORTE,29/07/19,04/05/19,0:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),VILLA DEL CAMPO RES,29/07/19,10/07/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,SOLIDARIDAD,29/07/19,29/07/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,VILLA FONTANA I,30/07/19,29/07/19,0:00,TIJUANA
ROBO CALIFICADO A LUGAR CERRADO,OTROS ROBOS SIN VIOLENCIA,ZONA CENTRO,30/07/19,28/07/19,0:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),LA MESA,30/07/19,30/07/19,0:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,MEXICO,31/07/19,26/07/19,0:00,TIJUANA
ROBO CALIFICADO A LUGAR CERRADO,OTROS ROBOS SIN VIOLENCIA,20 DE NOVIEMBRE,10/08/19,10/08/19,0:00,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,AGUAJE DE LA TUNA PRIMERA SECCION,26/08/19,18/08/19,0:00,TIJUANA
ROBO CALIFICADO A COMERCIO,ROBO A COMERCIO,ANEXA 20 DE NOVIEMBRE,05/08/19,05/08/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,ANEXA LOS LAURELES,04/08/19,03/08/19,0:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,CAMINO VERDE,15/08/19,15/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,CAMINO VERDE,20/08/19,20/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,CHAMIZAL,12/08/19,12/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,CHAPULTEPEC,26/08/19,25/08/19,0:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,CUESTA BLANCA,30/08/19,29/08/19,0:00,TIJUANA
ROBO CALIFICADO A LUGAR CERRADO,OTROS ROBOS SIN VIOLENCIA,CUMBRES II,28/08/19,26/08/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,EJIDO CHILPANCINGO,20/08/19,19/08/19,0:00,TIJUANA
ROBO SIMPLE,ROBO SIMPLE (EN VIA PUBLICA),EL LAGO,28/08/19,28/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL LAUREL ,19/08/19,19/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL NIÑO,29/08/19,26/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL TECOLOTE,17/08/19,17/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EMPLEADO POSTAL,04/08/19,04/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,FUNDADORES,22/08/19,22/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,GARITA DE OTAY,18/08/19,16/08/19,0:00,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,HACIENDA LOS LAURELES,02/08/19,02/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,HIPODROMO,26/08/19,25/08/19,0:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,IGNACIO ZARAGOZA,12/08/19,03/08/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,INDEPENDENCIA,11/08/19,11/08/19,0:00,TIJUANA
ROBO POR QUERELLA,OTROS ROBOS SIN VIOLENCIA,INFONAVIT CACHANILLAS,20/08/19,18/08/19,0:00,TIJUANA
ROBO CALIFICADO A LUGAR CERRADO,OTROS ROBOS SIN VIOLENCIA,JARDIN DORADO,02/08/19,02/08/19,0:00,TIJUANA
ROBO CALIFICADO A LUGAR CERRADO,OTROS ROBOS SIN VIOLENCIA,JARDIN DORADO,02/08/19,02/08/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,K CASAS,06/08/19,06/08/19,0:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),LIBERTAD,12/08/19,11/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,LOMAS DEL MATAMOROS,05/08/19,05/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LOS ANGELES,29/08/19,29/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,MAGAÑA,26/08/19,26/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,MARIANO MATAMOROS CENTRO,20/08/19,20/08/19,0:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,MEXICO,10/08/19,06/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,NUEVA TIJUANA,18/08/19,10/08/19,0:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),OBRERA SECC I,21/01/19,20/01/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,OBRERA SECC I,30/06/19,30/06/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,OBRERA SECC I,02/08/19,02/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,PLAYAS,19/08/19,18/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,REFORMA,03/08/19,03/08/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,RES SAN MARINO,12/08/19,10/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,RESIDENCIAL AGUA CALIENTE,04/08/19,04/08/19,0:00,TIJUANA
ROBO SIMPLE,ROBO SIMPLE (EN VIA PUBLICA),SECCION MONUMENTAL,25/08/19,25/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,SIMON BOLIVAR,15/08/19,15/08/19,0:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,SOLER,04/08/19,03/08/19,0:00,TIJUANA
ROBO CALIFICADO DE DEPENDIENTE,OTROS ROBOS SIN VIOLENCIA,SOLER,23/08/19,25/04/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,SOLER,28/08/19,25/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,TEJAMEN,31/08/19,28/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ZONA CENTRO,26/08/19,26/08/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,ZONA NORTE,21/08/19,20/08/19,0:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,FLORIDO HOROSCOPO,02/09/19,01/09/19,0:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,ZONA URBANA RIO TIJUANA,07/09/19,14/07/19,0:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,ZONA RIO,09/09/19,09/09/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,FRACC NATURA,09/09/19,09/09/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL TECOLOTE,10/09/19,15/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ZONA CENTRO,10/09/19,09/09/19,0:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,SOLER,19/09/19,22/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL LAGO,13/09/19,13/09/19,0:00,TIJUANA
ROBO CALIFICADO A LUGAR CERRADO,OTROS ROBOS SIN VIOLENCIA,GUADALUPE VICTORIA,19/09/19,19/09/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,RIO TIJUANA TERCERA ETAPA,16/09/19,16/09/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LAS TORRES,16/09/19,15/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL PIPILA,16/09/19,10/09/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,OTAY UNIVERSIDAD,17/09/19,17/09/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,MARIANO MATAMOROS NORTE,02/09/19,15/05/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,SAN LUIS,17/09/19,06/08/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,MORELOS,19/09/19,16/09/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,MODULOS DE OTAY,19/09/19,13/09/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,VILLA DEL CAMPO RES,11/09/19,01/09/19,0:00,TIJUANA
ROBO SIMPLE,ROBO SIMPLE (EN VIA PUBLICA),FRANCISCO ZARCO,13/09/19,01/09/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,LAS DELICIAS III,21/09/19,20/09/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ZONA NORTE,22/09/19,21/09/19,0:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,ARTESANAL,22/09/19,16/01/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL LAGO,22/09/19,22/09/19,0:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,TRES DE OCTUBRE,23/09/19,23/09/19,0:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,LAZARO CARDENAS,23/09/19,22/09/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LAS PALMERAS,24/09/19,24/09/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,JARDINES DEL RUBI,18/09/19,18/09/19,0:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,DESARROLLO URBANO EJIDO MATAMOROS,19/09/19,18/09/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,JARDINES DEL RUBI,25/09/19,15/09/19,0:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),FRACC HCDA LAS DELICIAS,26/09/19,26/09/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,GUAYCURA,26/09/19,11/04/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,AMPLIACION GUAYCURA,27/09/19,27/09/19,0:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,XX,19/09/19,19/09/19,0:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,10012,14/10/19,14/10/19,0:00,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),TRES DE OCTUBRE,01/10/19,01/10/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ANEXA BUENA VISTA,27/10/19,25/10/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,AZTECA,12/10/19,12/10/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,CARMEN CASTILLO,22/10/19,22/10/19,0:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,CIUDAD INDUSTRIAL,02/10/19,30/09/19,0:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,CIUDAD INDUSTRIAL,02/10/19,28/09/19,0:00,TIJUANA
ROBO CALIFICADO A LUGAR CERRADO,OTROS ROBOS SIN VIOLENCIA,EJIDO FRANCISCO VILLA,07/10/19,28/04/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EJIDO FRANCISCO VILLA,30/10/19,30/10/19,0:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,EL FLORIDO PRIMERA Y SEGUNDA SECCION,30/10/19,26/10/19,0:00,TIJUANA
ROBO CALIFICADO A LUGAR CERRADO,OTROS ROBOS SIN VIOLENCIA,EL LAGO,01/10/19,01/10/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL PIPILA,25/10/19,01/07/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL PORVENIR,23/10/19,21/10/19,0:00,TIJUANA
ROBO CALIFICADO A LUGAR CERRADO,OTROS ROBOS SIN VIOLENCIA,EL RUBI,12/10/19,04/09/19,0:00,TIJUANA
ROBO CALIFICADO CONTRA DEPENDIENTES,OTROS ROBOS SIN VIOLENCIA,LAS HUERTAS,18/10/19,18/10/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,GRANJAS BUENOS AIRES,16/10/19,15/10/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,GUAYCURA,09/10/19,26/09/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,GUAYCURA,23/10/19,22/10/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,GUERRERO,18/10/19,18/10/19,0:00,TIJUANA
ROBO CALIFICADO A LUGAR CERRADO,OTROS ROBOS SIN VIOLENCIA,HACIENDA LAS FUENTES,30/10/19,28/10/19,0:00,TIJUANA
ROBO SIMPLE,ROBO SIMPLE (EN VIA PUBLICA),INFONAVIT LA MESA,01/10/19,30/09/19,0:00,TIJUANA
ROBO CALIFICADO A COMERCIO,ROBO A COMERCIO,JARDINES DE LA MESA,02/10/19,02/10/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LA SIERRA,18/10/19,16/10/19,0:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),LAS TORRES,02/10/19,25/09/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,LOS ALTOS,23/10/19,23/10/19,0:00,TIJUANA
ROBO CALIFICADO A COMERCIO,ROBO A COMERCIO,MARIANO MATAMOROS SUR,28/10/19,27/10/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,MORENO,29/10/19,29/10/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,MORENO SECCION II,09/10/19,05/09/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,PARQUE INDUSTRIAL PACIFICO,23/10/19,22/10/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,PINOS DE AGUERO,02/10/19,25/09/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,PRIMER AYUNTAMIENTO,08/10/19,07/10/19,0:00,TIJUANA
ROBO CON VIOLENCIA A CASA,ROBO CON VIOLENCIA A CASA,PUERTA DEL MAR,13/10/19,11/10/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,RANCHO ESCONDIDO,28/10/19,14/10/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,RINCONADA DE OTAY,24/10/19,23/10/19,0:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,SECCION JARDINES PLAYAS DE TIJUANA,31/10/19,29/09/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,SOLER,21/10/19,20/10/19,0:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,TOMAS AQUINO,09/10/19,03/09/19,0:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,NATURA SECCION VISTAS DEL SOL,09/10/19,21/09/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,XICOTENCATL LEYVA (OE) La Mesa,04/10/19,12/04/19,0:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,ZONA CENTRO,11/10/19,10/10/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,NINOS HEROES,04/11/19,30/10/19,0:00,TIJUANA
ROBO POR QUERELLA,OTROS ROBOS SIN VIOLENCIA,LOS ALAMOS,06/11/19,01/11/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LAS ABEJAS,07/11/19,07/11/19,0:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,OTAY CONSTITUYENTES,08/11/19,15/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LIBERTAD PARTE BAJA,10/11/19,09/11/19,0:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,EL REFUGIO,11/11/19,09/11/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,RESIDENCIAL AGUA CALIENTE,12/11/19,12/11/19,0:00,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,GRANJAS FAMILIARES,13/11/19,13/11/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL FLORIDO PRIMERA Y SEGUNDA SECCION,10/11/19,10/11/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EJIDO MACLOVIO ROJAS,15/11/19,15/11/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ZONA NORTE,23/11/19,23/11/19,0:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,AGRARISTAS,23/11/19,23/11/19,0:00,TIJUANA
ROBO CALIFICADO DE DEPENDIENTE,OTROS ROBOS SIN VIOLENCIA,ZONA RIO,25/11/19,26/09/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,SANTA CRUZ,25/11/19,22/11/19,0:00,TIJUANA
ROBO CALIFICADO DE DEPENDIENTE,OTROS ROBOS SIN VIOLENCIA,BATALLA NACIONAL,26/11/19,20/10/19,0:00,TIJUANA
ROBO CALIFICADO A LUGAR CERRADO,OTROS ROBOS SIN VIOLENCIA,PEDREGAL DE SANTA JULIA,29/11/19,24/11/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LA VILLA,29/11/19,29/11/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,MAESTROS UNIVERSITARIOS,29/11/19,29/11/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL PORVENIR,30/11/19,29/11/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,3 DE OCTUBRE,09/12/19,05/12/19,0:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,LOS LOBOS,02/12/19,01/12/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,MANUEL RIVERA ANAYA,02/12/19,20/11/19,0:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,CAÑADAS DEL FLORIDO,09/12/19,01/12/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ZONA CENTRO,02/12/19,24/11/19,0:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,ALAMAR,03/12/19,03/12/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,DESCONOCIDO,26/12/19,20/12/19,0:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,LA SIERRA,06/12/19,10/08/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,SANCHEZ TABOADA,08/12/19,08/12/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LOMA DORADA,08/12/19,03/12/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,HORIZONTES EL AGUILA,09/12/19,09/12/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL TECOLOTE,09/12/19,09/12/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,CASTRO,09/12/19,08/12/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,JARDINES DEL RUBI,10/12/19,10/12/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,OTAY UNIVERSIDAD,11/12/19,30/11/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EJIDO FRANCISCO VILLA,12/12/19,08/12/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EJIDO FRANCISCO VILLA,12/12/19,08/12/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,VALLE DEL RUBI SECCION TERRAZAS,14/12/19,10/12/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,TIERRA Y LIBERTAD,14/12/19,14/12/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,MARIANO MATAMOROS NORTE,14/12/19,14/12/19,0:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,EL VALLE,15/12/19,15/12/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EJIDO MATAMOROS HOROSCOPO,15/12/19,15/12/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LOMA BONITA,15/12/19,15/12/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,RESIDENCIAL DEL BOSQUE,15/12/19,15/12/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,VALLE DEL RUBI SECCION LOMAS,16/12/19,16/12/19,0:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,JOSE SANDOVAL,17/12/19,16/12/19,0:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,HIDALGO,17/12/19,01/12/19,0:00,TIJUANA
ROBO CALIFICADO DE DEPENDIENTE,OTROS ROBOS SIN VIOLENCIA,LAS TORRES,18/12/19,15/12/19,0:00,TIJUANA
